# key	zipf — built by export_dictionary.py, do not hand-edit
هوامل	0.00
هوان	3.33
هوانئ	0.00
هواوين	0.00
هواية	3.67
هوبر	3.43
هوة	3.29
هوتة	1.01
هوج	2.60
هوجاء	2.54
هوجاوات	0.00
هوجر	1.07
هوجم	3.20
هوجمتم	0.00
هوجمتن	0.00
هوجمن	0.00
هوجمنا	1.05
هوجموا	2.45
هوجى	0.00
هود	4.07
هودج	2.93
هودوا	0.00
هودي	2.58
هوذا	2.40
هور	2.89
هوري	2.17
هوز	2.55
هوس	3.66
هوساء	0.00
هوساوات	0.00
هوسى	0.00
هوش	2.29
هوشة	1.80
هوع	0.00
هوف	2.93
هوك	3.86
هول	3.95
هولة	1.70
هولع	0.00
هولميوم	0.00
هولندا	4.32
هولندي	3.28
هولندية	3.37
هوم	3.62
هون	4.06
هونى	1.39
هوى	3.69
هوي	3.54
هوية	4.60
هويس	2.00
هوينا	1.69
هوينى	0.00
هيؤ	0.00
هيئ	2.64
هيئة	5.19
هيا	4.52
هياب	1.64
هياثم	0.00
هياج	2.76
هيادب	0.00
هياشر	0.00
هيافى	0.00
هياكل	3.65
هيام	3.21
هيامى	0.00
هيب	3.53
هيبة	3.84
هيثم	3.89
هيج	2.99
هيجاء	0.00
هيجان	3.11
هيدب	0.00
هيذبى	0.00
هيشر	1.83
هيض	1.08
هيضة	1.07
هيع	1.49
هيغ	2.71
هيف	2.73
هيفاء	3.98
هيفان	1.01
هيفاوات	0.00
هيفى	1.34
هيق	1.39
هيقاء	0.00
هيقاوات	0.00
هيكل	4.30
هيكلة	3.70
هيل	4.36
هيلانة	2.70
هيلع	0.00
هيلل	1.96
هيليوم	2.84
هيم	2.51
هيماء	1.65
هيمان	2.69
هيماوات	0.00
هيمن	2.86
هيمنة	3.73
هيمى	1.29
هين	3.40
هينة	2.80
هيه	3.79
هيهات	3.46
هيوب	1.72
هيوف	0.00
هيوق	0.00
هيول	1.35
هيولى	1.65
هيولي	1.29
هيوم	3.10
وئام	2.93
وئب	0.00
وئيد	0.00
واءم	0.00
وائل	4.25
واب	3.50
وابل	3.31
وابور	1.81
واتد	0.00
واتر	2.93
واترتم	0.00
واترتن	0.00
واترنا	0.00
واتري	0.00
واثب	1.77
واثق	4.04
واثن	0.00
واجب	4.49
واجد	3.09
واجز	1.26
واجس	0.00
واجف	1.40
واجل	2.26
واجم	1.46
واجه	4.21
واجهة	4.29
واحة	3.84
واحد	5.81
واحدة	5.69
واحدته	1.76
واحل	1.77
واخم	0.00
واد	4.08
وادع	2.62
وادي	4.63
وار	2.13
وارب	1.84
وارث	2.96
وارد	4.13
وارسو	3.52
وارع	1.25
وارف	2.48
وارق	2.60
وارم	2.16
وارى	2.86
وازر	0.00
وازع	2.41
وازن	2.58
وازى	1.59
واسط	3.21
واسطة	3.24
واسطي	1.15
واسع	4.90
واسق	1.64
واسم	3.82
واسى	1.66
واشج	0.00
واشجة	0.00
واشك	2.01
واشنطن	4.89
واشي	2.23
واص	1.16
واصب	2.03
واصبة	0.00
واصف	3.27
واصل	4.35
واصلتم	1.45
واصلتن	0.00
واصلنا	2.50
واصلي	3.05
واضا	0.00
واضح	5.00
واضع	3.08
واط	0.00
واطئ	1.95
واطا	0.00
واطن	1.71
واظب	2.42
واظف	0.00
واع	3.27
واعد	3.52
واعر	1.98
واعز	2.11
واعظ	3.05
واعك	0.00
واعي	3.26
واغد	1.26
واغر	0.00
واغل	1.29
واف	2.76
وافت	2.08
وافد	3.18
وافر	3.32
وافق	4.51
وافقتم	1.71
وافقتن	0.00
وافقنا	2.52
وافقي	1.94
وافى	2.01
وافي	2.99
وافيتم	0.00
وافيتن	0.00
وافينا	1.14
واق	3.31
واقع	4.67
واقعا	3.91
واقعة	4.31
واقعتم	0.00
واقعتن	0.00
واقعنا	3.55
واقعي	3.96
واقعية	4.22
واقف	3.87
واقي	3.39
واكا	0.00
واكب	2.86
واكظ	0.00
واكف	1.65
واكل	2.84
واكن	2.42
وال	4.14
والت	3.82
والد	4.62
والدان	2.39
والدة	4.40
والع	1.83
والغنم	2.75
والف	3.18
والمؤنث	2.42
والمثنى	2.21
والمفرد	2.18
واله	3.28
والى	3.95
والي	4.35
واليتم	1.57
واليتن	0.00
والينا	1.85
وام	4.08
وامض	2.66
وامق	1.01
وان	5.05
واني	3.58
واه	3.16
واهب	2.73
واهن	2.38
واهي	2.56
واو	3.87
واوا	0.00
واى	2.96
وايومنغ	2.66
وبؤ	0.00
وبئ	0.00
وبا	1.51
وباء	3.88
وبار	2.68
وبال	2.75
وبخ	2.62
وبد	2.07
وبر	3.26
وبراء	1.63
وبراوات	0.00
وبش	1.75
وبص	1.76
وبط	1.93
وبغ	0.00
وبق	2.03
وبل	2.94
وبلة	0.00
وبه	3.82
وبور	2.00
وبيء	0.00
وبيئة	3.30
وبيل	3.02
وتا	1.23
وتائر	1.21
وتار	1.78
وتب	2.74
وتح	1.50
وتخ	0.00
وتد	2.97
وتدي	1.93
وتر	3.70
وتري	2.76
وتغ	1.40
وتم	5.18
وتن	2.13
وتيرة	3.93
وتين	2.32
وثئ	0.00
وثا	0.00
وثائر	2.15
وثائق	4.34
وثائقي	4.09
وثائل	0.00
وثاب	2.31
وثار	2.80
وثارة	0.00
وثاق	2.51
وثب	2.91
وثبة	2.61
وثبى	0.00
وثج	0.00
وثر	1.78
وثغ	0.00
وثف	0.00
وثق	3.92
وثقة	3.43
وثقى	1.51
وثل	1.04
وثم	3.75
وثن	2.24
وثني	3.06
وثنية	2.96
وثوب	2.63
وثوق	2.04
وثير	1.85
وثيق	3.83
وثيقة	4.56
وثيل	1.11
وجا	0.00
وجاب	2.62
وجاد	3.10
وجار	2.85
وجاعى	0.00
وجاف	2.71
وجاق	1.04
وجال	2.49
وجام	1.41
وجاه	2.53
وجاهة	2.31
وجب	4.07
وجبة	4.53
وجبتم	0.00
وجبتن	0.00
وجبن	2.89
وجبنا	2.07
وجبوا	0.00
وجبي	0.00
وجح	1.06
وجد	4.96
وجدان	3.44
وجداني	2.88
وجدة	3.66
وجدي	3.76
وجر	2.78
وجرة	2.20
وجز	2.14
وجس	1.97
وجع	3.67
وجعى	0.00
وجف	2.28
وجفة	0.00
وجل	4.45
وجلاء	2.80
وجلاوات	0.00
وجم	2.27
وجمة	1.21
وجن	2.64
وجنة	2.92
وجه	5.22
وجهاء	3.11
وجهة	4.80
وجهتم	1.73
وجهتن	0.00
وجهن	1.47
وجهنا	3.05
وجهوا	3.13
وجهى	2.47
وجهي	4.58
وجوب	3.93
وجود	5.59
وجودي	4.00
وجودية	2.93
وجور	2.32
وجوم	1.41
وجوه	4.39
وجى	1.64
وجي	3.21
وجيبة	1.02
وجيز	3.20
وجيع	1.30
وجيم	2.73
وجين	2.65
وجيه	3.88
وحاب	1.78
وحاف	1.01
وحام	2.13
وحامى	1.67
وحاويح	0.00
وحج	2.80
وحد	3.71
وحداء	1.77
وحدان	0.00
وحداني	1.93
وحدانية	2.57
وحدة	5.00
وحدوي	2.23
وحدوية	2.37
وحدي	4.07
وحر	3.10
وحرة	2.80
وحش	4.02
وحشان	1.37
وحشة	3.00
وحشي	3.50
وحشية	3.95
وحص	0.00
وحف	1.80
وحفة	0.00
وحل	4.08
وحم	1.82
وحمة	2.64
وحمى	2.99
وحن	1.98
وحواح	0.00
وحوح	1.18
وحوش	3.66
وحول	4.10
وحى	2.47
وحي	4.03
وحيد	4.60
وحيش	1.39
وحيم	0.00
وخد	2.47
وخز	3.00
وخزة	2.54
وخش	1.80
وخض	1.59
وخط	3.62
وخف	2.27
وخفة	3.03
وخم	1.41
وخمة	0.00
وخواتيم	2.25
وخى	1.04
وخي	1.57
وخيم	2.72
ودئ	0.00
ودا	0.00
ودائع	3.41
وداج	0.00
وداد	3.47
ودادية	1.67
وداع	3.88
وداعا	4.26
وداعة	2.64
ودامون	1.34
ودج	1.91
ودر	2.34
ودس	2.12
ودع	3.66
ودعاء	3.09
ودعة	1.94
ودف	1.66
ودفة	1.21
ودق	2.82
ودقة	3.39
ودك	2.74
ودل	2.90
ودن	2.30
وده	3.65
ودهاء	2.48
ودود	3.42
ودوع	0.00
ودى	2.72
ودي	3.95
وديان	3.08
وديد	1.91
وديع	3.58
وديعة	3.40
وديك	2.46
وذء	0.00
وذا	0.00
وذح	0.00
وذر	2.05
وذع	0.00
وذف	0.00
وذم	2.43
وذماء	0.00
وذوم	0.00
وذى	1.56
وذيمة	0.00
ورا	1.27
وراء	5.08
وراث	1.40
وراثة	3.10
وراثيات	0.00
وراد	2.39
وراف	1.47
وراق	2.71
وراقة	1.16
وراقى	1.40
ورب	3.55
وربة	2.63
ورث	3.52
ورثة	3.39
ورخ	1.20
ورد	4.85
وردة	4.03
وردتم	0.00
وردتن	0.00
وردن	1.93
وردنا	3.00
وردوا	2.50
وردي	3.78
ورديات	2.62
وردية	3.62
ورذ	0.00
ورس	2.05
ورش	4.04
ورشان	1.34
ورشة	4.38
ورشنوفة	0.00
ورص	1.93
ورض	1.44
ورط	2.72
ورطة	3.34
ورع	3.01
ورف	2.12
ورفة	1.20
ورق	4.30
ورقاء	2.20
ورقاوات	0.00
ورقة	4.62
ورقي	3.54
ورك	2.89
وركاء	1.14
وركاوات	0.00
ورل	1.91
ورلة	0.00
ورليات	0.00
ورم	3.94
ورنش	0.00
ورنيش	2.15
وره	2.23
ورهاء	0.00
وروار	1.19
ورود	3.81
ورور	1.69
ورى	2.85
وري	2.75
وريث	3.52
وريد	3.05
وريدان	1.41
وريق	1.63
وزا	0.00
وزارة	5.52
وزاري	3.45
وزاع	0.00
وزاغ	1.50
وزال	2.57
وزان	2.93
وزب	2.11
وزر	3.21
وزراء	4.66
وزرة	2.25
وزع	3.44
وزعة	0.00
وزغ	2.18
وزغان	0.00
وزغة	1.62
وزف	1.46
وزم	1.46
وزن	4.29
وزنة	2.82
وزنى	2.26
وزني	3.39
وزوز	1.09
وزى	2.08
وزير	5.38
وزيم	1.16
وزين	3.43
وسائد	3.04
وسائط	3.85
وسائل	5.13
وساخة	2.03
وساد	2.68
وسادة	3.52
وساط	1.08
وساطة	3.42
وسام	4.23
وسامة	2.82
وساوس	2.46
وسب	2.78
وسج	0.00
وسخ	3.02
وسد	3.32
وسط	5.35
وسطاء	3.04
وسطة	1.60
وسطى	3.19
وسطية	3.42
وسع	3.71
وسعة	3.46
وسعى	3.36
وسق	2.08
وسل	2.66
وسم	3.85
وسماء	2.82
وسمة	2.31
وسمى	3.02
وسمي	3.31
وسن	3.37
وسنان	2.06
وسنة	3.80
وسنى	1.39
وسني	2.11
وسواس	2.89
وسوس	2.43
وسوسة	2.66
وسوستم	0.00
وسوستن	0.00
وسوسنا	0.00
وسوسي	0.00
وسوط	1.73
وسوق	3.50
وسوم	3.20
وسى	1.44
وسيط	3.84
وسيع	2.28
وسيق	2.40
وسيلة	4.79
وسيم	4.06
وشاء	2.73
وشاءة	0.00
وشائج	1.83
وشائح	0.00
وشاة	1.68
وشاح	3.51
وشام	1.88
وشاية	2.43
وشج	1.60
وشح	2.53
وشر	3.34
وشظ	0.00
وشع	1.36
وشغ	0.00
وشق	3.37
وشك	4.38
وشل	2.61
وشم	3.42
وشمة	1.91
وشهد	3.81
وشواش	0.00
وشوش	1.88
وشوشة	2.37
وشوم	2.35
وشى	2.75
وشي	3.25
وشيج	0.00
وشيجة	1.40
وشيقة	2.11
وشيك	3.41
وصئ	0.00
وصائد	1.93
وصائف	0.00
وصائل	0.00
وصاب	2.08
وصابى	0.00
وصاف	1.82
وصال	2.91
وصاويص	0.00
وصايا	3.38
وصاية	3.39
وصب	3.04
وصد	2.98
وصر	1.63
وصع	1.66
وصف	4.95
وصفاء	3.18
وصفة	4.05
وصفي	3.31
وصفية	2.86
وصل	5.10
وصلة	4.08
وصلي	3.15
وصم	2.66
وصمة	3.51
وصواص	0.00
وصوص	1.58
وصول	4.79
وصولات	2.05
وصولي	3.44
وصولية	1.39
وصوم	2.97
وصى	2.92
وصي	3.26
وصية	3.91
وصيد	2.99
وصيف	3.44
وصيل	0.00
وصيلة	1.79
وضؤ	1.01
وضا	0.00
وضاء	1.84
وضائع	1.65
وضاح	3.38
وضاع	2.85
وضب	1.78
وضح	4.08
وضحة	2.00
وضحى	3.00
وضخ	2.49
وضر	1.95
وضع	5.39
وضعة	2.60
وضعية	4.14
وضف	1.77
وضم	3.60
وضن	1.50
وضوء	3.25
وضوح	3.94
وضيء	1.31
وضيئة	1.13
وضيع	3.40
وطء	2.14
وطؤ	0.00
وطئ	2.58
وطا	2.44
وطاء	1.92
وطائد	0.00
وطاب	3.00
وطاة	3.78
وطاويط	1.69
وطب	3.21
وطح	0.00
وطد	2.27
وطر	1.99
وطس	1.26
وطش	0.00
وطف	1.72
وطم	1.25
وطن	4.42
وطني	4.61
وطنية	4.63
وطواط	1.98
وطوط	0.00
وطيء	1.89
وطيئة	0.00
وطيد	1.91
وطيس	1.98
وظائف	4.60
وظاب	0.00
وظب	0.00
وظبة	0.00
وظف	3.32
وظيف	1.80
وظيفة	4.73
وظيفي	3.40
وعاء	4.04
وعاة	0.00
وعاظ	2.41
وعال	2.22
وعاوع	0.00
وعب	1.93
وعث	1.50
وعثاء	2.04
وعد	4.60
وعدة	3.80
وعر	2.81
وعرة	3.12
وعرى	1.71
وعز	3.15
وعس	0.00
وعظ	2.87
وعظة	1.85
وعف	1.67
وعق	1.90
وعقة	0.00
وعك	1.87
وعكة	2.73
وعل	2.83
وعم	3.44
وعود	3.83
وعور	1.05
وعورة	2.64
وعوع	0.00
وعول	1.89
وعى	2.91
وعي	4.13
وعيا	3.45
وعيب	2.63
وعيد	3.78
وعيق	0.00
وغال	2.06
وغب	1.25
وغد	2.81
وغر	2.10
وغرة	1.94
وغف	0.00
وغل	2.17
وغلة	1.08
وغم	2.57
وغى	1.19
وفاء	4.23
وفاة	5.00
وفاد	0.00
وفادة	2.08
وفار	2.19
وفاق	3.75
وفت	2.57
وفد	4.24
وفدة	0.00
وفر	4.00
وفراء	1.72
وفرة	3.63
وفري	2.50
وفز	2.06
وفض	2.50
وفق	5.01
وفقي	1.35
وفل	2.12
وفه	1.72
وفوا	1.86
وفود	3.55
وفور	2.98
وفى	4.37
وفي	6.03
وفيات	4.07
وفيتم	1.54
وفيتن	0.00
وفير	3.15
وفيق	2.86
وفين	2.57
وفينا	3.18
وقاء	1.87
وقائع	3.99
وقائي	3.46
وقاب	1.02
وقاة	1.15
وقاحة	3.64
وقاد	3.58
وقار	2.87
وقاع	2.40
وقاف	1.93
وقاية	3.44
وقب	2.27
وقباء	1.21
وقبة	2.59
وقت	5.66
وقتئذ	3.04
وقتذاك	2.71
وقتما	3.07
وقتي	4.15
وقح	3.11
وقد	5.98
وقدة	1.16
وقذ	1.55
وقر	2.87
وقس	2.57
وقش	2.06
وقص	2.86
وقط	2.32
وقظ	0.00
وقع	4.94
وقعة	3.04
وقعتم	2.23
وقعتن	0.00
وقعن	2.15
وقعنا	3.14
وقعوا	3.65
وقعي	1.68
وقف	4.87
وقفة	4.21
وقفي	2.67
وقل	3.87
وقم	3.82
وقه	2.39
وقواق	1.79
وقواقية	0.00
وقوب	0.00
وقود	4.11
وقور	2.49
وقوع	4.46
وقوف	3.83
وقوق	0.00
وقى	1.94
وقي	2.40
وقيح	1.04
وقيد	2.68
وقير	1.67
وقيرة	1.04
وقيع	1.51
وقيعة	1.50
وكاف	2.21
وكال	2.27
وكالة	5.06
وكب	2.12
وكت	2.35
وكح	0.00
وكد	1.91
وكدي	1.45
وكر	3.32
وكز	1.66
وكس	2.66
وكساء	1.85
وكساوات	0.00
وكظ	0.00
وكع	1.30
وكف	3.11
وكل	5.29
وكلاء	3.68
وكلة	1.84
وكم	4.38
وكن	3.82
وكنة	1.29
وكوب	2.86
وكوف	1.07
وكون	3.35
وكى	1.98
وكيرة	0.00
وكيل	4.44
ولا	6.09
ولاء	3.83
ولائد	0.00
ولائم	2.39
ولاة	3.87
ولاج	0.00
ولادة	4.33
ولاعة	2.61
ولاه	3.07
ولاهى	0.00
ولاية	5.05
ولب	2.59
ولبة	1.53
ولت	3.08
ولث	0.00
ولج	2.82
ولح	1.38
ولخ	1.12
ولد	5.45
ولدان	3.33
ولدة	2.20
ولدي	4.04
ولذ	1.53
ولس	2.15
ولع	3.15
ولغ	1.74
ولف	3.49
ولق	1.51
ولقى	2.67
وله	4.79
ولهان	2.25
ولهة	1.02
ولهى	1.24
ولو	5.15
ولود	2.19
ولوع	1.57
ولوف	1.67
ولول	1.59
ولولة	1.44
ولى	3.74
ولي	4.80
وليا	3.64
وليجة	0.00
وليد	4.60
وليف	2.55
وليم	3.46
وليمة	3.55
وما	1.23
ومد	3.55
ومز	1.37
ومس	2.62
ومض	2.16
ومق	0.00
ومه	1.71
وميض	3.32
وميق	0.00
وناء	1.54
ونش	2.77
ونك	2.11
ونم	2.65
ونى	1.73
وني	2.36
ونية	2.76
ونيلية	0.00
وهاب	2.86
وهابي	2.57
وهابية	2.61
وهاة	0.00
وهاج	2.38
وهاجى	0.00
وهاد	2.72
وهان	2.51
وهب	3.93
وهبة	3.14
وهت	1.33
وهث	0.00
وهج	3.40
وهجان	0.00
وهجع	0.00
وهجى	0.00
وهد	2.02
وهدان	2.18
وهدة	2.06
وهر	1.53
وهران	3.58
وهز	2.81
وهس	1.33
وهص	0.00
وهط	0.00
وهف	1.82
وهق	1.61
وهل	4.81
وهلة	2.96
وهم	5.32
وهمي	3.67
وهن	3.89
وهنانة	0.00
وهنة	1.24
وهواه	2.36
وهوه	2.49
وهوهة	0.00
وهى	4.38
وهي	5.87
وهيا	3.47
وهيج	2.17
ووتر	3.46
ووترتم	0.00
ووترتن	0.00
ووترن	0.00
ووترنا	0.00
ووتروا	0.00
ووصل	3.98
ووصلتم	1.18
ووصلتن	0.00
ووصلن	0.00
ووصلنا	2.95
ووصلوا	3.16
ووفق	3.52
ووفقتم	0.00
ووفقتن	0.00
ووفقن	0.00
ووفقنا	2.33
ووفقوا	0.00
ووفوا	1.36
ووفي	2.44
ووفيتم	0.00
ووفيتن	0.00
ووفين	0.00
ووفينا	0.00
ووقع	3.80
ووقعتم	0.00
ووقعتن	0.00
ووقعن	0.00
ووقعنا	1.97
ووقعوا	2.50
وولوا	2.24
وولي	3.78
ووليتم	0.00
ووليتن	0.00
وولين	0.00
وولينا	1.20
ويبة	0.00
ويرونكة	0.00
ويس	3.40
ويسكنسن	2.07
ويسكي	2.68
ويكاموس	1.89
ويكي	3.89
ويل	4.34
ويلة	1.56
ويلز	4.10
وين	4.36
وينة	1.11
يؤاتى	0.00
يؤب	0.00
يؤبن	1.52
يؤبوا	0.00
يؤبون	0.00
يؤبى	0.00
يؤبين	0.00
يؤت	2.62
يؤتمم	0.00
يؤتممن	0.00
يؤتموا	0.00
يؤتمون	0.00
يؤتى	3.14
يؤثرن	1.04
يؤثروا	2.06
يؤثرون	2.67
يؤجرن	0.00
يؤجروا	1.05
يؤجرون	2.14
يؤخذن	1.21
يؤخذوا	1.73
يؤخذون	2.06
يؤدى	3.62
يؤذنوا	1.01
يؤذنون	0.00
يؤسرن	0.00
يؤسروا	0.00
يؤسرون	1.08
يؤكلن	0.00
يؤكلوا	0.00
يؤكلون	0.00
يؤل	1.60
يؤلل	0.00
يؤللن	0.00
يؤلى	0.00
يؤمرن	1.24
يؤمروا	1.70
يؤمرون	2.12
يؤملن	0.00
يؤملوا	0.00
يؤملون	0.00
يؤمم	1.35
يؤممن	0.00
يؤمنوا	3.43
يؤمنون	4.28
يؤنى	0.00
يؤهلن	0.00
يؤهلوا	0.00
يؤهلون	1.13
يؤو	0.00
يؤوبا	0.00
يؤوبان	0.00
يؤوبن	0.00
يؤوبوا	0.00
يؤوبون	0.00
يؤوس	0.00
يؤووا	0.00
يؤوون	1.43
يؤوى	0.00
يؤوين	0.00
يؤيؤ	1.23
يئس	2.92
ياء	3.21
يائس	3.05
يائي	0.00
يابان	2.30
ياباني	3.99
يابانية	3.96
يابدن	0.00
يابدوا	0.00
يابدون	0.00
يابس	3.02
يابسة	3.11
يابقن	0.00
يابقوا	0.00
يابقون	0.00
يابى	3.29
يات	4.06
ياتمرن	0.00
ياتمروا	0.00
ياتمرون	2.10
ياتمم	0.00
ياتممن	0.00
ياتموا	0.00
ياتمون	0.00
ياتن	0.00
ياتوا	3.62
ياتون	4.05
ياتين	2.96
ياجوج	3.00
ياخذن	2.56
ياخذوا	3.64
ياخذون	3.81
يادى	1.14
ياذنوا	1.29
ياذنون	0.00
يارا	3.55
ياردة	3.22
ياس	3.53
ياسر	4.59
ياسرن	0.00
ياسروا	1.34
ياسرون	2.15
ياسمين	4.03
ياسين	4.40
ياش	2.90
ياصلن	0.00
ياصلوا	0.00
ياصلون	0.00
يافا	3.88
يافث	2.54
يافطة	2.46
يافع	3.44
يافوخ	1.08
ياقة	2.67
ياقوت	3.33
ياقوتي	1.68
ياقوتية	1.47
يال	1.80
يالمن	0.00
يالموا	0.00
يالمون	1.94
يالون	1.81
ياملن	1.49
ياملوا	1.71
ياملون	3.36
يامم	0.00
ياممن	0.00
يامن	3.34
يان	2.75
يانصيب	2.83
يانع	2.05
يانوا	0.00
يانون	1.39
يانى	0.00
يانيا	0.00
يانيان	0.00
يانين	0.00
ياو	0.00
ياوم	0.00
ياوندي	2.37
ياووا	0.00
ياوون	2.05
ياوين	0.00
ياي	3.21
يبؤسن	0.00
يبؤسوا	0.00
يبؤسون	0.00
يباب	1.75
يباحوا	0.00
يباحون	0.00
يبارى	1.80
يباسن	0.00
يباسوا	0.00
يباسون	0.00
يباعوا	1.32
يباعون	2.09
يبالغن	1.30
يبالغوا	1.82
يبالغون	2.78
يبالى	2.30
يبب	1.13
يبتئسن	0.00
يبتئسوا	0.00
يبتئسون	0.00
يبتدئن	0.00
يبتدئوا	0.00
يبتدئون	0.00
يبتسمن	1.53
يبتسموا	1.74
يبتسمون	3.29
يبتعدن	1.65
يبتعدوا	2.53
يبتعدون	2.86
يبتن	0.00
يبحرن	0.00
يبحروا	1.57
يبحرون	2.25
يبحن	0.00
يبدون	4.02
يبدى	2.52
يبرجن	0.00
يبرجوا	0.00
يبرجون	0.00
يبرزن	1.16
يبرزوا	1.52
يبرزون	2.12
يبرغششن	0.00
يبرغشوا	0.00
يبرغشون	0.00
يبرقن	0.00
يبرقوا	0.00
يبرقون	0.00
يبركن	0.00
يبركوا	0.00
يبركون	0.00
يبرن	0.00
يبروح	0.00
يبريق	0.00
يبس	2.71
يبسة	0.00
يبطؤن	0.00
يبطؤوا	0.00
يبطؤون	0.00
يبطئن	0.00
يبطئوا	0.00
يبطئون	0.00
يبطان	0.00
يبطلن	0.00
يبطلوا	1.90
يبطلون	1.87
يبقوا	3.67
يبقون	3.62
يبقين	2.34
يبكرن	0.00
يبكروا	0.00
يبكرون	1.30
يبكى	2.97
يبلاجج	0.00
يبلاججن	0.00
يبلاجوا	0.00
يبلاجون	0.00
يبلدن	0.00
يبلدوا	0.00
يبلدون	0.00
يبلعن	0.00
يبلعوا	1.10
يبلعون	1.38
يبنى	3.65
يبوحوا	1.55
يبوحون	1.72
يبوروا	0.00
يبورون	0.00
يبوسة	0.00
يبوسوا	0.00
يبوسون	0.00
يبيتوا	1.61
يبيتون	2.68
يبيس	1.54
يبيضض	0.00
يبيضضن	0.00
يبيضوا	0.00
يبيضون	1.43
يبيعوا	2.84
يبيعون	3.65
يبينوا	2.03
يبينون	2.04
يتائم	0.00
يتابدن	0.00
يتابدوا	0.00
يتابدون	0.00
يتاخرن	1.39
يتاخروا	2.05
يتاخرون	2.54
يتازمن	0.00
يتازموا	0.00
يتازمون	0.00
يتاصلن	0.00
يتاصلوا	0.00
يتاصلون	0.00
يتاكدن	0.00
يتاكدوا	2.46
يتاكدون	2.35
يتاكلن	0.00
يتاكلوا	0.00
يتاكلون	0.00
يتالفن	0.00
يتالفوا	0.00
يتالفون	0.00
يتامرن	0.00
يتامروا	1.08
يتامرون	2.56
يتاممن	0.00
يتامموا	0.00
يتاممون	0.00
يتامى	2.69
يتان	0.00
يتانوا	0.00
يتانون	0.00
يتانى	1.64
يتانيا	0.00
يتانيان	0.00
يتانين	0.00
يتباءسن	0.00
يتباحثن	0.00
يتباركن	0.00
يتبالدن	0.00
يتببن	0.00
يتبسمن	0.00
يتبسموا	0.00
يتبسمون	1.06
يتبع	4.53
يتبلدن	0.00
يتبلدوا	0.00
يتبلدون	0.00
يتبن	1.88
يتبوا	0.00
يتبولن	1.20
يتبولوا	0.00
يتبولون	2.60
يتبون	0.00
يتثاءبن	0.00
يتثنوا	0.00
يتثنون	0.00
يتثنين	0.00
يتجاررن	0.00
يتجاروا	0.00
يتجارون	1.21
يتجاملن	0.00
يتجانسن	0.00
يتجبرن	0.00
يتجبروا	0.00
يتجبرون	0.00
يتجددن	0.00
يتجددوا	0.00
يتجددون	1.02
يتجرن	0.00
يتجروا	0.00
يتجرون	1.34
يتجمعن	1.59
يتجمعوا	2.13
يتجمعون	3.13
يتجملن	0.00
يتجملوا	0.00
يتجملون	0.00
يتجنسن	0.00
يتجنسوا	0.00
يتجنسون	1.01
يتجولن	1.72
يتجولوا	1.57
يتجولون	3.32
يتحاببن	0.00
يتحابوا	0.00
يتحابون	1.24
يتحادثن	0.00
يتحاربن	0.00
يتحاسبن	0.00
يتحاملن	0.00
يتحببن	0.00
يتحببوا	0.00
يتحببون	0.00
يتحدثن	2.55
يتحدثوا	3.30
يتحدثون	4.33
يتحدن	0.00
يتحدوا	2.53
يتحدون	3.09
يتحرفن	0.00
يتحرفوا	0.00
يتحرفون	0.00
يتحرمن	0.00
يتحرموا	0.00
يتحرمون	0.00
يتحسنوا	1.20
يتحسنون	2.00
يتحكمن	1.46
يتحكموا	2.31
يتحكمون	3.06
يتحووا	0.00
يتحوون	0.00
يتحوين	0.00
يتخابرن	0.00
يتخامرن	0.00
يتخبرن	0.00
يتخبروا	0.00
يتخبرون	0.00
يتخشبن	0.00
يتخشبوا	0.00
يتخشبون	0.00
يتخمرن	0.00
يتخمروا	0.00
يتخمرون	0.00
يتخوفن	0.00
يتخوفوا	0.00
يتخوفون	2.52
يتدحرجن	0.00
يتدخلن	1.18
يتدخلوا	2.57
يتدخلون	2.87
يتدمرن	0.00
يتدمروا	0.00
يتدمرون	0.00
يتدورن	0.00
يتدوروا	0.00
يتدورون	0.00
يتذمرن	1.41
يتذمروا	1.25
يتذمرون	2.61
يتراجعن	0.00
يترافعن	0.00
يترجلن	0.00
